group,factor,lasso_coef_std,lasso_selected,ridge_coef_std,rf_gini,rf_perm,rank_gini,rank_perm
all,betaIVSOTM,-0.003270886201692,True,-0.0035578077840863,0.0996634240576373,0.0872517813298225,1,1
all,IVS_ATM,0.0051179102925272,True,0.0116583831541234,0.0675912248903511,0.058932752886213,3,2
all,AVAR,0.0,False,0.0015082198013656,0.0939944197664756,0.0551131089759203,2,3
all,VOV,0.0003978668716897,True,0.0046459530956456,0.0640046204418334,0.0395397911072387,4,4
all,dCIV,-0.0,False,-0.0026424920047778,0.0493737222430295,0.0325408842251267,7,5
all,VRP,-0.0,False,-0.000593261802186,0.0340712674248717,0.0304952220584558,9,6
all,O_S,0.0,False,0.0009914514621037,0.0547633059780306,0.0248740557613881,6,7
all,dIVS_ATM,0.0,False,0.0036170215441427,0.0328440481225418,0.0225402257627956,10,8
all,betaVol,0.0005808345805606,True,0.0037817220518625,0.0609459461722391,0.0223911505940188,5,9
all,KT,-0.0001876425508708,True,-0.0096550576718466,0.0430031249343751,0.0194510340404906,8,10
all,VARQ,-0.0,False,0.0018084259412014,0.032797677447881,0.0191743388461316,11,11
all,VAR_MINUS,-0.0,False,0.0009566237835085,0.0309848416429798,0.015449655709336,14,12
all,PIV,0.0,False,0.004424936167848,0.0322407289808756,0.0148564442786784,12,13
all,betaVRP,-0.0,False,0.0004597598407726,0.031332678470727,0.0134359106803198,13,14
all,dTSPUT,-0.0,False,0.0021850756858411,0.023373164482423,0.0100874329947595,20,15
all,CIV,-0.0,False,-0.004225524160878,0.0243823768863673,0.0099572724712844,19,16
all,IVS_OTM,-0.0,False,-0.002862797540716,0.0189354599022724,0.0095972050704436,22,17
all,VAR_PLUS,-0.0,False,-0.0002389266101362,0.0292406122620304,0.0091671348959974,15,18
all,SKEW,-0.0,False,-0.0018454002839959,0.025315753581847,0.0091329144693087,18,19
all,TSCALL,-0.0,False,0.0122442659115014,0.0187500188116489,0.008082400328498,23,20
all,dTSCALL,-0.0,False,-0.0063685263216026,0.0154355695300305,0.0075221458429914,24,21
all,TSPUT,-0.0,False,-0.0034791153308581,0.0199407414513224,0.007390005713276,21,22
all,dPIV,-0.0,False,0.002720547182549,0.0258279970676044,0.0071467496023642,17,23
all,dIVS_OTM,-0.0,False,-0.0068653786731535,0.0146579307432624,0.0061845033371355,25,24
all,betaJump,0.0,False,-0.00180626019693,0.0263156126070075,0.0057636010643684,16,25
all,betaVIX,-0.0,False,-0.001288080698306,0.0077079118904767,0.0028601497416719,27,26
all,betaTSCALL,0.0014403662410828,True,0.0040630041691237,0.0,2.2204460492503132e-17,28,27
all,betaTSPUT,0.0,False,0.0015989457869781,0.0,0.0,28,28
all,betaSkew,-0.0023120214115062,True,-0.0036963758562685,0.0097931231382618,-0.0009270113697748,26,29
